"";"year";"disaster.group";"disaster.subgroup";"disaster.type";"disaster.subtype";"country";"deaths";"total_affected"
"12334";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Mozambique";43;466
"12335";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Zimbabwe";50;1200
"12336";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Chad";102;871
"12337";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Zaire/Congo Dem Rep";17;100
"12338";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Burkina Faso";389;2892
"12339";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Cape Verde Is";6;20147
"12340";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Mali";10;86
"12341";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Niger";169;4513
"12342";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Nigeria";1701;35255
"12343";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Dominican Rep";25;3270
"12344";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"El Salvador";7;4598
"12345";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Honduras";7;11771
"12346";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Mexico";0;41687
"12347";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Nicaragua";8;2050
"12348";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Argentina";6;13366
"12349";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Brazil";23;126139
"12350";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Paraguay";8;24
"12351";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Peru";0;14151
"12352";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"India";311;1521
"12353";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Sri Lanka";346;35007
"12354";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Papua New Guinea";62;4917
"12355";2009;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Cook Is";0;1247
"12356";2009;"Natural";"Biological";"Insect Infestation";"--";"Liberia";0;5e+05
"12357";2009;"Natural";"Climatological";"Drought";"--";"Chad";0;2400000
"12358";2009;"Natural";"Climatological";"Drought";"Drought";"Burundi";0;180000
"12359";2009;"Natural";"Climatological";"Drought";"Drought";"Ethiopia";0;6200000
"12360";2009;"Natural";"Climatological";"Drought";"Drought";"Sudan";0;4300000
"12361";2009;"Natural";"Climatological";"Drought";"Drought";"Niger";0;7900000
"12362";2009;"Natural";"Climatological";"Drought";"Drought";"El Salvador";0;0
"12363";2009;"Natural";"Climatological";"Drought";"Drought";"Guatemala";0;2500000
"12364";2009;"Natural";"Climatological";"Drought";"Drought";"Honduras";0;45000
"12365";2009;"Natural";"Climatological";"Drought";"Drought";"Argentina";0;0
"12366";2009;"Natural";"Climatological";"Drought";"Drought";"Ecuador";0;107500
"12367";2009;"Natural";"Climatological";"Drought";"Drought";"Paraguay";0;2e+05
"12368";2009;"Natural";"Climatological";"Drought";"Drought";"Venezuela";0;0
"12369";2009;"Natural";"Climatological";"Drought";"Drought";"Kyrgyzstan";0;2e+06
"12370";2009;"Natural";"Climatological";"Drought";"Drought";"China P Rep";0;60160000
"12371";2009;"Natural";"Climatological";"Drought";"Drought";"Bangladesh";0;0
"12372";2009;"Natural";"Climatological";"Drought";"Drought";"India";0;0
"12373";2009;"Natural";"Climatological";"Drought";"Drought";"Nepal";0;303000
"12374";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"United States";58;0
"12375";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Peru";274;24262
"12376";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Mongolia";5;769113
"12377";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Bangladesh";135;50000
"12378";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Nepal";18;0
"12379";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Poland";298;0
"12380";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Romania";54;20
"12381";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Ukraine";32;0
"12382";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"United Kingdom";3;47
"12383";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Italy";0;0
"12384";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Portugal";0;0
"12385";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Austria";2;0
"12386";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Belgium";1;0
"12387";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"France";4;0
"12388";2009;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Germany";15;0
"12389";2009;"Natural";"Climatological";"Extreme temperature";"Extreme winter conditions";"Bosnia-Hercegovenia";1;10000
"12390";2009;"Natural";"Climatological";"Extreme temperature";"Extreme winter conditions";"Serbia";0;500
"12391";2009;"Natural";"Climatological";"Extreme temperature";"Extreme winter conditions";"France";3;200
"12392";2009;"Natural";"Climatological";"Extreme temperature";"Heat wave";"India";120;25
"12393";2009;"Natural";"Climatological";"Extreme temperature";"Heat wave";"Australia";347;2000
"12394";2009;"Natural";"Climatological";"Wildfire";"Bush/Brush fire";"Zaire/Congo Dem Rep";0;125
"12395";2009;"Natural";"Climatological";"Wildfire";"Bush/Brush fire";"Australia";180;9954
"12396";2009;"Natural";"Climatological";"Wildfire";"Forest fire";"Greece";0;1040
"12397";2009;"Natural";"Climatological";"Wildfire";"Forest fire";"Italy";2;0
"12398";2009;"Natural";"Climatological";"Wildfire";"Forest fire";"Spain";6;0
"12399";2009;"Natural";"Climatological";"Wildfire";"Forest fire";"France";0;0
"12400";2009;"Natural";"Climatological";"Wildfire";"Scrub/Grassland fire";"United States";2;455
"12401";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Malawi";4;20736
"12402";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Costa Rica";31;128618
"12403";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Honduras";7;50136
"12404";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"China P Rep";1;69885
"12405";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Indonesia";1330;2850364
"12406";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Philippines";0;392
"12407";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Afghanistan";22;3309
"12408";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Bhutan";11;12
"12409";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Iran Islam Rep";0;269
"12410";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Georgia";0;7306
"12411";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Albania";0;150
"12412";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Italy";295;56000
"12413";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Japan";1;25319
"12414";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"American Samoa";34;2500
"12415";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Samoa";143;5585
"12416";2009;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Tonga";9;507
"12417";2009;"Natural";"Geophysical";"Mass Movement Dry";"Landslide";"Guatemala";36;3028
"12418";2009;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Philippines";0;47137
"12419";2009;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Vanuatu";0;400
"12420";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Somalia";0;1750
"12421";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Morocco";5;7520
"12422";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Tunisia";17;8
"12423";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Haiti";0;296
"12424";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Indonesia";62;25204
"12425";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Philippines";22;541692
"12426";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Afghanistan";19;2500
"12427";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"India";11;0
"12428";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Pakistan";50;75010
"12429";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Sri Lanka";3;380000
"12430";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Iraq";2;3000
"12431";2009;"Natural";"Hydrological";"Flood";"Flash Flood";"Turkey";40;35020
"12432";2009;"Natural";"Hydrological";"Flood";"General Flood";"Burundi";0;8000
"12433";2009;"Natural";"Hydrological";"Flood";"General Flood";"Comoros";2;2500
"12434";2009;"Natural";"Hydrological";"Flood";"General Flood";"Kenya";56;136200
"12435";2009;"Natural";"Hydrological";"Flood";"General Flood";"Mozambique";0;6925
"12436";2009;"Natural";"Hydrological";"Flood";"General Flood";"Tanzania Uni Rep";38;50000
"12437";2009;"Natural";"Hydrological";"Flood";"General Flood";"Zambia";31;614814
"12438";2009;"Natural";"Hydrological";"Flood";"General Flood";"Angola";62;225065
"12439";2009;"Natural";"Hydrological";"Flood";"General Flood";"Central African Rep";1;11000
"12440";2009;"Natural";"Hydrological";"Flood";"General Flood";"Chad";6;12915
"12441";2009;"Natural";"Hydrological";"Flood";"General Flood";"Zaire/Congo Dem Rep";0;5000
"12442";2009;"Natural";"Hydrological";"Flood";"General Flood";"Algeria";48;2548
"12443";2009;"Natural";"Hydrological";"Flood";"General Flood";"Morocco";24;2000
"12444";2009;"Natural";"Hydrological";"Flood";"General Flood";"Sudan";20;111455
"12445";2009;"Natural";"Hydrological";"Flood";"General Flood";"Botswana";0;4656
"12446";2009;"Natural";"Hydrological";"Flood";"General Flood";"Namibia";92;350000
"12447";2009;"Natural";"Hydrological";"Flood";"General Flood";"South Africa";14;20300
"12448";2009;"Natural";"Hydrological";"Flood";"General Flood";"Benin";10;119657
"12449";2009;"Natural";"Hydrological";"Flood";"General Flood";"Burkina Faso";9;151500
"12450";2009;"Natural";"Hydrological";"Flood";"General Flood";"Cape Verde Is";3;150
"12451";2009;"Natural";"Hydrological";"Flood";"General Flood";"Gambia The";5;14258
"12452";2009;"Natural";"Hydrological";"Flood";"General Flood";"Ghana";40;159545
"12453";2009;"Natural";"Hydrological";"Flood";"General Flood";"Guinea";2;40000
"12454";2009;"Natural";"Hydrological";"Flood";"General Flood";"Liberia";2;584
"12455";2009;"Natural";"Hydrological";"Flood";"General Flood";"Mali";25;20406
"12456";2009;"Natural";"Hydrological";"Flood";"General Flood";"Mauritania";1;10000
"12457";2009;"Natural";"Hydrological";"Flood";"General Flood";"Niger";3;79129
"12458";2009;"Natural";"Hydrological";"Flood";"General Flood";"Nigeria";31;150000
"12459";2009;"Natural";"Hydrological";"Flood";"General Flood";"Senegal";6;264000
"12460";2009;"Natural";"Hydrological";"Flood";"General Flood";"Sierra Leone";103;1470
"12461";2009;"Natural";"Hydrological";"Flood";"General Flood";"Togo";0;0
"12462";2009;"Natural";"Hydrological";"Flood";"General Flood";"Dominican Rep";7;14565
"12463";2009;"Natural";"Hydrological";"Flood";"General Flood";"Haiti";21;12410
"12464";2009;"Natural";"Hydrological";"Flood";"General Flood";"Guatemala";0;10800
"12465";2009;"Natural";"Hydrological";"Flood";"General Flood";"Mexico";28;140184
"12466";2009;"Natural";"Hydrological";"Flood";"General Flood";"Nicaragua";0;6885
"12467";2009;"Natural";"Hydrological";"Flood";"General Flood";"Panama";0;4248
"12468";2009;"Natural";"Hydrological";"Flood";"General Flood";"Canada";0;200
"12469";2009;"Natural";"Hydrological";"Flood";"General Flood";"United States";11;9960
"12470";2009;"Natural";"Hydrological";"Flood";"General Flood";"Argentina";9;34128
"12471";2009;"Natural";"Hydrological";"Flood";"General Flood";"Bolivia";0;63000
"12472";2009;"Natural";"Hydrological";"Flood";"General Flood";"Brazil";161;1868848
"12473";2009;"Natural";"Hydrological";"Flood";"General Flood";"Colombia";23;31250
"12474";2009;"Natural";"Hydrological";"Flood";"General Flood";"Ecuador";3;11807
"12475";2009;"Natural";"Hydrological";"Flood";"General Flood";"Paraguay";0;12035
"12476";2009;"Natural";"Hydrological";"Flood";"General Flood";"Peru";158;236308
"12477";2009;"Natural";"Hydrological";"Flood";"General Flood";"Uruguay";12;22000
"12478";2009;"Natural";"Hydrological";"Flood";"General Flood";"Tajikistan";21;15000
"12479";2009;"Natural";"Hydrological";"Flood";"General Flood";"China P Rep";209;45226038
"12480";2009;"Natural";"Hydrological";"Flood";"General Flood";"Mongolia";26;15000
"12481";2009;"Natural";"Hydrological";"Flood";"General Flood";"Indonesia";64;1600
"12482";2009;"Natural";"Hydrological";"Flood";"General Flood";"Lao P Dem Rep";10;0
"12483";2009;"Natural";"Hydrological";"Flood";"General Flood";"Malaysia";0;10875
"12484";2009;"Natural";"Hydrological";"Flood";"General Flood";"Philippines";33;541584
"12485";2009;"Natural";"Hydrological";"Flood";"General Flood";"Thailand";15;2e+05
"12486";2009;"Natural";"Hydrological";"Flood";"General Flood";"Viet Nam";37;740000
"12487";2009;"Natural";"Hydrological";"Flood";"General Flood";"Afghanistan";50;60016
"12488";2009;"Natural";"Hydrological";"Flood";"General Flood";"Bangladesh";16;5e+05
"12489";2009;"Natural";"Hydrological";"Flood";"General Flood";"India";1489;5986008
"12490";2009;"Natural";"Hydrological";"Flood";"General Flood";"Nepal";117;257786
"12491";2009;"Natural";"Hydrological";"Flood";"General Flood";"Pakistan";52;70
"12492";2009;"Natural";"Hydrological";"Flood";"General Flood";"Azerbaijan";0;5000
"12493";2009;"Natural";"Hydrological";"Flood";"General Flood";"Saudi Arabia";161;10000
"12494";2009;"Natural";"Hydrological";"Flood";"General Flood";"Turkey";7;111
"12495";2009;"Natural";"Hydrological";"Flood";"General Flood";"Czech Rep";13;14450
"12496";2009;"Natural";"Hydrological";"Flood";"General Flood";"Poland";1;150
"12497";2009;"Natural";"Hydrological";"Flood";"General Flood";"Romania";11;4
"12498";2009;"Natural";"Hydrological";"Flood";"General Flood";"Ireland";0;0
"12499";2009;"Natural";"Hydrological";"Flood";"General Flood";"United Kingdom";3;3900
"12500";2009;"Natural";"Hydrological";"Flood";"General Flood";"Albania";0;6600
"12501";2009;"Natural";"Hydrological";"Flood";"General Flood";"Bosnia-Hercegovenia";0;3730
"12502";2009;"Natural";"Hydrological";"Flood";"General Flood";"Italy";35;5140
"12503";2009;"Natural";"Hydrological";"Flood";"General Flood";"Montenegro";0;450
"12504";2009;"Natural";"Hydrological";"Flood";"General Flood";"Serbia";0;3210
"12505";2009;"Natural";"Hydrological";"Flood";"General Flood";"Austria";1;0
"12506";2009;"Natural";"Hydrological";"Flood";"General Flood";"Germany";0;0
"12507";2009;"Natural";"Hydrological";"Flood";"General Flood";"Australia";7;9200
"12508";2009;"Natural";"Hydrological";"Flood";"General Flood";"Fiji";12;10556
"12509";2009;"Natural";"Hydrological";"Flood";"General Flood";"Solomon Is";21;7000
"12510";2009;"Natural";"Hydrological";"Flood";"General Flood";"Vanuatu";0;950
"12511";2009;"Natural";"Hydrological";"Mass Movement Wet";"Avalanche";"Afghanistan";10;32
"12512";2009;"Natural";"Hydrological";"Mass Movement Wet";"Avalanche";"Turkey";11;6
"12513";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Cote d'Ivoire";27;10006
"12514";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Argentina";4;20000
"12515";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Brazil";15;170
"12516";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Colombia";30;600
"12517";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Peru";112;1315
"12518";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"China P Rep";196;10022
"12519";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Japan";44;400
"12520";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Indonesia";29;5
"12521";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Myanmar";24;1351
"12522";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Philippines";10;16
"12523";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Viet Nam";13;1
"12524";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"India";55;0
"12525";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Nepal";10;0
"12526";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Turkey";4;0
"12527";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Yemen";11;0
"12528";2009;"Natural";"Hydrological";"Mass Movement Wet";"Landslide";"Papua New Guinea";19;0
"12529";2009;"Natural";"Hydrological";"Mass Movement Wet";"Rockfall";"Peru";33;0
"12530";2009;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Italy";3;0
"12531";2009;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Spain";14;0
"12532";2009;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"France";11;0
"12533";2009;"Natural";"Meteorological";"Storm";"Local storm";"Tanzania Uni Rep";0;605
"12534";2009;"Natural";"Meteorological";"Storm";"Local storm";"Central African Rep";3;12972
"12535";2009;"Natural";"Meteorological";"Storm";"Local storm";"Gabon";0;800
"12536";2009;"Natural";"Meteorological";"Storm";"Local storm";"Botswana";0;400
"12537";2009;"Natural";"Meteorological";"Storm";"Local storm";"South Africa";19;0
"12538";2009;"Natural";"Meteorological";"Storm";"Local storm";"Benin";0;800
"12539";2009;"Natural";"Meteorological";"Storm";"Local storm";"Gambia The";0;2350
"12540";2009;"Natural";"Meteorological";"Storm";"Local storm";"Canada";2;0
"12541";2009;"Natural";"Meteorological";"Storm";"Local storm";"United States";65;899
"12542";2009;"Natural";"Meteorological";"Storm";"Local storm";"Argentina";10;24
"12543";2009;"Natural";"Meteorological";"Storm";"Local storm";"Brazil";4;2364
"12544";2009;"Natural";"Meteorological";"Storm";"Local storm";"Paraguay";0;700
"12545";2009;"Natural";"Meteorological";"Storm";"Local storm";"China P Rep";136;11296744
"12546";2009;"Natural";"Meteorological";"Storm";"Local storm";"Philippines";0;100
"12547";2009;"Natural";"Meteorological";"Storm";"Local storm";"India";102;9085
"12548";2009;"Natural";"Meteorological";"Storm";"Local storm";"Czech Rep";2;12
"12549";2009;"Natural";"Meteorological";"Storm";"Local storm";"Poland";8;82
"12550";2009;"Natural";"Meteorological";"Storm";"Local storm";"United Kingdom";2;180
"12551";2009;"Natural";"Meteorological";"Storm";"Local storm";"Austria";0;0
"12552";2009;"Natural";"Meteorological";"Storm";"Local storm";"Germany";1;0
"12553";2009;"Natural";"Meteorological";"Storm";"Local storm";"Switzerland";0;0
"12554";2009;"Natural";"Meteorological";"Storm";"Local storm";"Australia";1;15000
"12555";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Madagascar";27;130799
"12556";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Mozambique";0;7103
"12557";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"El Salvador";275;90000
"12558";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Mexico";4;112000
"12559";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Nicaragua";0;19897
"12560";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Canada";0;3
"12561";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"United States";9;9
"12562";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"China P Rep";33;12000062
"12563";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Hong Kong (China)";0;350
"12564";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Japan";16;7119
"12565";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Taiwan (China)";630;2307523
"12566";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Cambodia";19;178091
"12567";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Lao P Dem Rep";16;128887
"12568";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";1242;12221563
"12569";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Viet Nam";306;2977460
"12570";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Bangladesh";197;3954550
"12571";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Bhutan";12;0
"12572";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"India";116;5100000
"12573";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Australia";0;400
"12574";2009;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Fiji";2;3845
"12575";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"Burundi";18;39
"12576";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"Mozambique";12;0
"12577";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"Zaire/Congo Dem Rep";18;0
"12578";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"Burkina Faso";10;15
"12579";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"Guinea";13;0
"12580";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"China P Rep";31;15
"12581";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"India";39;0
"12582";2009;"Technological";"Technological";"Industrial Accident";"Collapse";"Russia";75;14
"12583";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Sierra Leone";30;7
"12584";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Puerto Rico";0;1500
"12585";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"China P Rep";345;350
"12586";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Indonesia";41;0
"12587";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"India";11;2135
"12588";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Iran Islam Rep";12;0
"12589";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Pakistan";14;11
"12590";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Turkey";19;0
"12591";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Poland";20;22
"12592";2009;"Technological";"Technological";"Industrial Accident";"Explosion";"Slovakia";20;0
"12593";2009;"Technological";"Technological";"Industrial Accident";"Fire";"Kazakhstan";16;0
"12594";2009;"Technological";"Technological";"Industrial Accident";"Fire";"India";33;6
"12595";2009;"Technological";"Technological";"Industrial Accident";"Gas Leak";"Ukraine";13;38
"12596";2009;"Technological";"Technological";"Industrial Accident";"Other";"South Africa";61;0
"12597";2009;"Technological";"Technological";"Industrial Accident";"Other";"Ghana";18;0
"12598";2009;"Technological";"Technological";"Industrial Accident";"Other";"Mexico";11;1
"12599";2009;"Technological";"Technological";"Industrial Accident";"Other";"China P Rep";54;172
"12600";2009;"Technological";"Technological";"Industrial Accident";"Poisoning";"China P Rep";0;736
"12601";2009;"Technological";"Technological";"Miscellaneous accident";"Collapse";"Kenya";41;0
"12602";2009;"Technological";"Technological";"Miscellaneous accident";"Collapse";"Brazil";9;100
"12603";2009;"Technological";"Technological";"Miscellaneous accident";"Collapse";"India";45;12
"12604";2009;"Technological";"Technological";"Miscellaneous accident";"Collapse";"Nepal";23;60
"12605";2009;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Kenya";107;100
"12606";2009;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Tanzania Uni Rep";26;19366
"12607";2009;"Technological";"Technological";"Miscellaneous accident";"Explosion";"China P Rep";13;0
"12608";2009;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Russia";35;0
"12609";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Kenya";56;2500
"12610";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Tanzania Uni Rep";12;20
"12611";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Mexico";49;30
"12612";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Chile";10;3
"12613";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Kazakhstan";39;12
"12614";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"China P Rep";15;17
"12615";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Indonesia";20;13
"12616";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Thailand";66;200
"12617";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Pakistan";40;220
"12618";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Kuwait";44;76
"12619";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Poland";22;20
"12620";2009;"Technological";"Technological";"Miscellaneous accident";"Fire";"Russia";184;89
"12621";2009;"Technological";"Technological";"Miscellaneous accident";"Other";"Zambia";0;150
"12622";2009;"Technological";"Technological";"Miscellaneous accident";"Other";"Indonesia";25;0
"12623";2009;"Technological";"Technological";"Miscellaneous accident";"Other";"Iran Islam Rep";10;27
"12624";2009;"Technological";"Technological";"Miscellaneous accident";"Other";"Pakistan";20;30
"12625";2009;"Technological";"Technological";"Transport accident";"--";"China P Rep";13;32
"12626";2009;"Technological";"Technological";"Transport accident";"Air";"Comoros";152;1
"12627";2009;"Technological";"Technological";"Transport accident";"Air";"Uganda";11;0
"12628";2009;"Technological";"Technological";"Transport accident";"Air";"Haiti";11;0
"12629";2009;"Technological";"Technological";"Transport accident";"Air";"Canada";16;1
"12630";2009;"Technological";"Technological";"Transport accident";"Air";"United States";64;0
"12631";2009;"Technological";"Technological";"Transport accident";"Air";"Brazil";266;4
"12632";2009;"Technological";"Technological";"Transport accident";"Air";"Chile";14;0
"12633";2009;"Technological";"Technological";"Transport accident";"Air";"Venezuela";18;0
"12634";2009;"Technological";"Technological";"Transport accident";"Air";"Kazakhstan";10;3
"12635";2009;"Technological";"Technological";"Transport accident";"Air";"Indonesia";135;15
"12636";2009;"Technological";"Technological";"Transport accident";"Air";"Afghanistan";39;26
"12637";2009;"Technological";"Technological";"Transport accident";"Air";"Iran Islam Rep";184;31
"12638";2009;"Technological";"Technological";"Transport accident";"Air";"Pakistan";26;0
"12639";2009;"Technological";"Technological";"Transport accident";"Air";"Russia";21;0
"12640";2009;"Technological";"Technological";"Transport accident";"Air";"United Kingdom";16;0
"12641";2009;"Technological";"Technological";"Transport accident";"Air";"Papua New Guinea";13;0
"12642";2009;"Technological";"Technological";"Transport accident";"Rail";"Cameroon";5;300
"12643";2009;"Technological";"Technological";"Transport accident";"Rail";"Zaire/Congo Dem Rep";10;28
"12644";2009;"Technological";"Technological";"Transport accident";"Rail";"Egypt";19;39
"12645";2009;"Technological";"Technological";"Transport accident";"Rail";"South Africa";0;260
"12646";2009;"Technological";"Technological";"Transport accident";"Rail";"India";38;223
"12647";2009;"Technological";"Technological";"Transport accident";"Rail";"Romania";13;3
"12648";2009;"Technological";"Technological";"Transport accident";"Rail";"Italy";29;117
"12649";2009;"Technological";"Technological";"Transport accident";"Road";"Djibouti";13;24
"12650";2009;"Technological";"Technological";"Transport accident";"Road";"Kenya";50;74
